au_href,author,coin,danmaku,favorite,href,id,like,rank_num,rank_tab,reply,share,tag_name,title,view
//space.bilibili.com/1033818147,新车速递,754,65,48745,//www.bilibili.com/video/BV1w84y157p7,608765806,7878,100,汽车,76,81,"汽车,奥迪,创作灵感,汽车创意广告,Vsinger创作激励计划,2023Vsinger创作激励计划第一期",奥迪最感人的创意广告，一个能陪你踢球，另一个能挽救生命,5129463
//space.bilibili.com/2727049,北极土豆,692,1192,251,//www.bilibili.com/video/BV1LT411h7uQ,485597347,2099,99,汽车,171,66,"汽车,4K,特斯拉,别克E5,别克e5,电动车,新能源车,SUV,别克",没想到别克E5也搞虚标....【还没车31】,51389
//space.bilibili.com/549336058,郑在卖车,72,215,295,//www.bilibili.com/video/BV1Ws4y197Jw,995382103,1751,98,汽车,572,672,"汽车,喜提新车,买车,汽车知识",新车7万，1.4T160匹马力，夫妻俩首付33800，喜提新车，这车怎么样？,119946
//space.bilibili.com/546484301,四个缸还那么嚣张,20,106,216,//www.bilibili.com/video/BV1NL411e7pG,442994191,3557,97,汽车,241,152,"汽车,豪车,海南,库里南",为何海南可以半价买豪车？,271765
//space.bilibili.com/3493286222236310,彭州伟伟汽车保养,22,6,61,//www.bilibili.com/video/BV1eX4y1m7WX,355552022,372,96,汽车,159,3,"汽车,汽车维修,汽车保养,保养,养车,汽车知识,更换变速箱油",变速箱油这样换，关键一步就能能延长使用寿命！#彭州伟伟汽车保养 #彭州变速箱油更换 #彭州更换变速箱油 #每天一个用车知识 #彭州更换波箱油,104407
//space.bilibili.com/46897637,白日梦实验室,4456,1375,1315,//www.bilibili.com/video/BV1uo4y1L7HQ,400456123,8169,95,汽车,679,503,"汽车,宝马,搞笑,豪车,整备,翻新整备,宝马7系,解压,二手车",2W买车，11W整备，这钱花的冤不冤？,203195
//space.bilibili.com/510789167,火花日记啊,257,192,224,//www.bilibili.com/video/BV1SM4y1h7iR,910251944,992,94,汽车,155,89,"汽车,旅游,生活,改装,旅行,床车改造,自改露营车,露营,自驾游,面包车改造,房车改装,露营车改装",露营车改造完整版--从买车到改造成品,62223
//space.bilibili.com/65654171,逗斗车正版,1797,903,389,//www.bilibili.com/video/BV1Js4y1w7hP,953113975,3266,93,汽车,131,47,"汽车,赛车,本田,改装,锐思赛车场,赛道,车手,GK5,标致206",这公司人手一台“超跑”？,38954
//space.bilibili.com/67891653,晓波二手车,56,271,49,//www.bilibili.com/video/BV1DV4y1R7MK,868004329,1240,92,汽车,184,52,"汽车,特斯拉,二手车",特斯拉降价潮真的来了吗？听听波哥如何分析,65932
//space.bilibili.com/337294714,极速拍档-Berlin,9364,1973,2374,//www.bilibili.com/video/BV1Nh411776b,227935477,34154,91,汽车,1082,1830,"汽车,骑行,摩托车,YAMAHA,2023上海国际车展,赛道,雅马哈,机车,R1m,2023新车抢先看",他疯了！梭哈33w买台摩托车,437098
//space.bilibili.com/486906900,大文说影视,62,283,401,//www.bilibili.com/video/BV1Ws4y1R7Gm,995579025,1291,90,汽车,167,119,"汽车,经典,车型,老车",复刻电影中的经典车型，还记得那辆会说话的汽车吗？80后的梦想！,61140
//space.bilibili.com/544142239,黄子弘凡-Lars,1381,197,445,//www.bilibili.com/video/BV1AL411e7vy,443017144,4895,89,汽车,557,71,"汽车,上海,玛莎拉蒂",和玛莎拉蒂玩转魔都,19479
//space.bilibili.com/388100669,胖虎安迪曰车记,47,30,449,//www.bilibili.com/video/BV1Lc411T7vL,270608092,2565,88,汽车,149,535,"汽车,摩托车,骑士,2023上海国际车展,巡航,机车,奔达,2023新车抢先看",奔达黑旗500，V缸大巡航发布，这价格简直就是灭霸！,101625
//space.bilibili.com/49911040,-暴走引擎-,839,411,194,//www.bilibili.com/video/BV1cc411T7Qj,270596459,3425,87,汽车,189,78,"汽车,本田,摩托车,西班牙,赛车,暴走引擎,杜卡迪,雅马哈,MotoGP,佩德罗萨,必剪创作",本田依旧摔破，佩德罗萨宝刀未老狂飙全场，马力狗爆了，哈哈！2023motogp西班牙站一二练简报！,54563
//space.bilibili.com/50693252,飞飞的车COOL,283450,18396,23989,//www.bilibili.com/video/BV1xV4y1o7WP,867824989,295448,86,汽车,8685,14153,"汽车,奔驰,比亚迪,仰望U8,上海车展,买车,仰望,国产车,极氪,在B站汽车区做UP主",劳斯莱斯不让我进展台，我买了一辆仰望U8！跟我一起疯狂买车吧！,2968406
//space.bilibili.com/14707507,铁秀穆穆,1352,137,319,//www.bilibili.com/video/BV1Nk4y1n7MD,740500766,3696,85,汽车,231,52,"汽车,乐高,铁秀,勒芒,标致",【小事件特别篇】铁秀造车啦！,48489
//space.bilibili.com/1604285894,杭州匠心汽车贴膜,276,492,5828,//www.bilibili.com/video/BV1no4y1b7Hh,397751611,22112,84,汽车,589,728,"汽车,特斯拉,杭州,汽车改色贴膜",天花板级别的汽车改色膜在哪里？,809306
//space.bilibili.com/287795639,短的发布会,334,289,898,//www.bilibili.com/video/BV1pX4y1m7P4,355483137,19025,83,汽车,207,105,"汽车,机械,黑科技,智能,睿蓝7,发布会,新能源,新车,智能出行,睿蓝汽车",【短的发布会】极限模拟无惧较量？睿蓝7搭载无级DIY化身百变新车！,163106
//space.bilibili.com/31696186,奥地利RedBull,422,591,714,//www.bilibili.com/video/BV1zk4y177rN,740587742,1993,82,汽车,84,239,"汽车,F1,红牛,赛车,为你添翼,北美,车队,里卡多,奥地利红牛,维斯塔潘,奥地利RedBull",奥地利Red Bull 车队美国公路旅行篇。,58993
//space.bilibili.com/65125803,F1赛事资讯,294,457,129,//www.bilibili.com/video/BV1Ta4y157v5,655533797,2818,81,汽车,315,62,"汽车,F1,游戏,搞笑,生活,红牛,赛车,奔驰,法拉利,2023上海国际车展,周冠宇,2023新车抢先看",【F1阿塞拜疆战报】排位赛 | 巴库之神，幸运的手表come on！yes！ | 周冠宇赛后采访（2023赛季）,65620
//space.bilibili.com/1639930744,车的发布会官方,160,276,340,//www.bilibili.com/video/BV1rs4y1R7uJ,995605054,6248,80,汽车,411,181,"汽车,极氪X,2023上海国际车展,发布会,新能源汽车,新能源,吉利,BBA,领克,极氪,2023新车抢先看",【车的发布会】花钱“减配”？极氪X灵魂拷问BBA！,100000
//space.bilibili.com/275223295,小迪玩车,107,568,184,//www.bilibili.com/video/BV1Zh4y1n7L4,613078299,2374,79,汽车,486,758,"汽车,新疆,仰望汽车,仰望U8,沙漠,仰望,比亚迪汽车",沙漠珠峰必鲁图峰已被仰望征服！,70843
//space.bilibili.com/1532205333,电动车管家,11,1,44,//www.bilibili.com/video/BV1FV4y1Z73R,867902584,848,78,汽车,88,14,"汽车,发动机,新能源汽车,汽车知识,这才是真正的玩车自由",他们说新能源车12缸发动机是这样工作的,124425
//space.bilibili.com/646358920,机车大明白,76,26,247,//www.bilibili.com/video/BV1oV4y1o7rh,867896169,12133,77,汽车,212,59,"汽车,摩托车,马力机,共享单车,元气骑士春游计划",知道共享单车多少匹马力吗，上马力机测试,572220
//space.bilibili.com/50217056,悟空抓妖精,356,178,2080,//www.bilibili.com/video/BV1AM4y1a7mg,910263361,48648,76,汽车,815,361,"汽车,兰博基尼,摩托车,机车",一辆超帅的兰博身边开过去,904416
//space.bilibili.com/347217768,香草琥珀,44,189,153,//www.bilibili.com/video/BV1HT411h7DL,485624038,3148,75,汽车,373,175,"汽车,汽车 比亚迪u8",比亚迪u8,110679
//space.bilibili.com/8241719,张臻东,16,15,13,//www.bilibili.com/video/BV1nX4y1m7cw,355474199,124,74,汽车,10,5,"汽车,WRC,高性能,现代汽车,车展,wtcr",WRC冠军？现代汽车高性能N品牌可不止这点东西,98362
//space.bilibili.com/1033291559,小凯凯417,63,1,4945,//www.bilibili.com/video/BV1UL411d7fJ,438319906,358,73,汽车,3,2,"汽车,测试,宝马,越野,奔驰,兰博基尼,路虎,水路,车辆,越野车,涉水",车辆过水路测试,1122017
