au_href,author,coin,danmaku,favorite,href,id,like,rank_num,rank_tab,reply,share,tag_name,title,view
//space.bilibili.com/353263177,ZeroBaseOne_ZB1,96,736,1536,//www.bilibili.com/video/BV1qz4y1Y7zp,570619481,1705,100,娱乐,130,132,"综艺,KPOP,中文字幕,团综,男团,搞笑,章昊,成韩彬,ZB1,ZEROBASEONE,BOYSPLANET",【中字】ZB1成团后初综艺|BOYSPLANET 第十三集,111014
//space.bilibili.com/1211459557,娱圈小王,30,15,368,//www.bilibili.com/video/BV1qg4y1L7Ui,825589482,12321,99,娱乐,30,18,"刘德华,男神,年龄,记录",令人错乱的年龄差，刘德华终于吃了脸嫩的亏了？！,155136
//space.bilibili.com/3493115637795808,Youngji_Bar,544,1090,1788,//www.bilibili.com/video/BV1rk4y177XZ,740564005,3904,98,娱乐,134,838,"SEVENTEEN,DK,洪知秀,道兼,李泳知,虽然没准备什么菜,虽没菜",【李泳知/精校中字】虽然没整菜ep.17 Fighting 别再说了！嘉宾：道兼 洪知秀 seventeen,94239
//space.bilibili.com/3493140203833810,哭过笑过然後忘了吧bd,6,17,129,//www.bilibili.com/video/BV1y14y1f7gt,782876840,3122,97,娱乐,69,9,"海豚,听起来",听起来像假料的真料，海豚为,247027
//space.bilibili.com/11514430,只嗑奇怪cp的小浪浪,408,163,413,//www.bilibili.com/video/BV1ao4y147Dq,397955233,2549,96,娱乐,137,32,"综艺,明星,谢娜,李小冉,情感,娱乐,何炅,美好,友情,星动安利大作战,星动安利大作战·初夏篇",当年多少人信了无良媒体的洗脑包？！她两其实一直保持着很好的互动！,137006
//space.bilibili.com/527547616,潇洒小猪猫,95,30,969,//www.bilibili.com/video/BV1hc411J7sX,270379576,26286,95,娱乐,139,49,"综艺,美食,生活,中国,海盐,没有,记录,厨师,经典好剧考古安利,星动安利大作战·初夏篇",中国厨师：拿走了油盐，那就自己炼油炼海盐，没有什么...,317494
//space.bilibili.com/274412048,粤男有话儿,700,2842,355,//www.bilibili.com/video/BV1jM411G71Y,528046947,3334,94,娱乐,1088,1028,"综艺,搞笑,吐槽,reaction,审美降级,姜涛,香港,翻车现场,港娱,顶流,明星高能综艺名场面时刻,星动安利大作战·初夏篇",吐槽【港娱审美降级】用力扫！这就是传说中的顶流吗？,128865
//space.bilibili.com/324888221,陈皮综艺计划,215,294,701,//www.bilibili.com/video/BV1ia4y1P7tN,655285796,6777,93,娱乐,318,489,"综艺,无限挑战,韩国综艺,全程高能,刘在石,跳伞,经典,挑战,俊河,爆笑名场面,综艺整活大爬梯",被骗在面包车跳伞，又被骗直升机跳伞，是什么体验,770610
//space.bilibili.com/1249954025,十一的看脸日记,34,76,402,//www.bilibili.com/video/BV1Xk4y177hg,740593729,10934,92,娱乐,89,32,"钟欣潼,爱情,女神,颜值,刘嘉玲,世纪婚礼,标准,白富美,何超琼,何超莲",何超莲：最标准的白富美？,146129
//space.bilibili.com/141509460,Feiwan_,467,47,13431,//www.bilibili.com/video/BV1Ca4y1V7YT,655488860,73042,91,娱乐,195,775,"剪辑,设计师",是怎么从开朗帅小伙变成社恐帅大叔的，我很感兴趣....,593416
